S.No.,Sector,CourseName,Duration,Minimum Education,Language,Module,TopicName,URL
16,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 5: Battery Types and Characteristics,"L 16 Fuel Cell Model, Hydrogen Storage System | Electric Hybrid and Fuel Cell Vehicle | Automobile",https://www.youtube.com/watch?v=jA5G-5SWC7E
17,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 6: Fuel Cell Types and Characteristics,L 17 EMS and Battery Discharge Characteristics | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=v3UHkQz4B7I
18,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 6: Fuel Cell Types and Characteristics,"L 18 Battery Charging Characteristics, Chargers | Electric Hybrid and Fuel Cell Vehicle | Automobile",https://www.youtube.com/watch?v=N__Y2tP1m08
19,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 6: Fuel Cell Types and Characteristics,L 19 Battery Indication and Temperature Control | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=vAU3tz9jl20
20,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 7: Battery Management and Control,L 20 Power Steering and Regenerative Braking | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=02263JIGX6E
21,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 7: Battery Management and Control,L 21 In Vehicle Communication CAN | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=Dj8HPDkKRHE
22,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 7: Battery Management and Control,"L 22 Energy Management Strategy, Classification | Electric Hybrid and Fuel Cell Vehicle | Automobile",https://www.youtube.com/watch?v=Blo9vyV_QDE
23,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 8: Vehicle Systems and Communication,L 23 Different Energy Management Strategies | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=ED28kZ_ab0E
24,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 8: Vehicle Systems and Communication,"L 24 Introduction to Electric Motor in EV, HEV | Electric Hybrid and Fuel Cell Vehicle | Automobile",https://www.youtube.com/watch?v=GFpEXekI-BM
25,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 9: Electric Motors and Control,L 25 Power Converters and Control Strategies | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=jx1TBEqDXjY
26,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 9: Electric Motors and Control,L 26 DC Motor Principle and its Configurations | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=cKSbQZC9oSQ
27,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 9: Electric Motors and Control,L 27 DC Motor Control and Induction Motor Drive | Electric Hybrid and Fuel Cell Vehicle | Automobile,https://www.youtube.com/watch?v=MS1yZ6bk-ao
28,Automotive Engineering,"Electric, Hybrid And Fuel Cell Vehicles",,12th,English/Hindi,Module 9: Electric Motors and Control,"L 28 PM and SR Motor, Electric Machine Sizing | Electric Hybrid and Fuel Cell Vehicle | Automobile",https://www.youtube.com/watch?v=suihumTgKF4
